SKEWS FOR JACOBIAN
-0.0945945945945949 #1, triangle 1
-0.22939408321468144 #82, triangle 28
0.48731804683316265 #83, triangle 28
-0.6122307458934682 #84, triangle 28
-0.19678199171522034 #85, triangle 29
0.03547717146629085 #86, triangle 29
0.5993597785718551 #87, triangle 29
0.5160498973768495 #88, triangle 30
-0.4936478327873662 #89, triangle 30
0.12500570781706563 #90, triangle 30
-3.5572647521344627 #91, triangle 31
3.5572647521344627 #92, triangle 31
8.893161880336208 #93, triangle 31
0.4136517700345933 #94, triangle 32
-0.6277278756613267 #95, triangle 32
-0.226466314637152 #96, triangle 32
0.6515667298268271 #97, triangle 33
1.6289168245670673 #98, triangle 33
-0.6515667298268271 #99, triangle 33
0.8284703801945182 #100, triangle 34
-0.40121331365797697 #101, triangle 34
0.03834808259587012 #102, triangle 34
0.13019109404651583 #103, triangle 35
1.0471087296271488 #104, triangle 35
-0.3397701807085301 #105, triangle 35
0.49696658812105965 #106, triangle 36
-0.1951643066890727 #107, triangle 36
0.028754734306375523 #108, triangle 36
-0.1923077365426299 #109, triangle 37
0.07661758377602683 #110, triangle 37
-0.6894833795208103 #111, triangle 37
0.7218307619707836 #112, triangle 38
-0.2034803292847828 #113, triangle 38
0.07246790112049228 #114, triangle 38
-0.5192381802178125 #115, triangle 39
0.6807618197821874 #116, triangle 39
-1.4192381802178131 #117, triangle 39
-0.10213757557975699 #118, triangle 40
0.10213757557975699 #119, triangle 40
0.6128254534785419 #120, triangle 40
0.4171254353891058 #121, triangle 41
-0.6031674354597887 #122, triangle 41
0.04235936833930549 #123, triangle 41
1.3035120497556862 #124, triangle 42
-0.5214048199022745 #125, triangle 42
0.5214048199022745 #126, triangle 42
-0.11209684931178382 #127, triangle 43
0.11014255822290145 #128, triangle 43
0.6332550059145776 #129, triangle 43
-1.0194505701307588 #130, triangle 44
-0.38534372923462357 #131, triangle 44
0.5690777292630547 #132, triangle 44
1.0482532025607263 #133, triangle 45
0.049207287983872666 #134, triangle 45
0.37743160832813794 #135, triangle 45
0.5188202695155657 #136, triangle 46
-1.2788381158985267 #137, triangle 46
-0.5084130935782013 #138, triangle 46
0.2222222222222238 #139, triangle 47
1.3333333333333357 #140, triangle 47
-0.22222222222222263 #141, triangle 47
-2.3477767265846694 #142, triangle 48
2.3477767265846694 #143, triangle 48
5.869441816461723 #144, triangle 48
0.6650463027869853 #145, triangle 49
-0.4469548144091477 #146, triangle 49
-0.020980064646549716 #147, triangle 49
1.2788381158985267 #148, triangle 50
-0.5188202695155657 #149, triangle 50
0.5084130935782013 #150, triangle 50
-0.3159139713904257 #151, triangle 51
0.9077109231231123 #152, triangle 51
-1.0948610845880111 #153, triangle 51
0.5716153528717521 #154, triangle 52
-0.578947272125723 #155, triangle 52
-0.14102996096259282 #156, triangle 52
0.05098393807474987 #157, triangle 53
0.6473202302513611 #158, triangle 53
-0.2454405705489238 #159, triangle 53
0.6472213773679728 #160, triangle 54
-0.2553056986904553 #161, triangle 54
0.05701032186444934 #162, triangle 54
-1.1250000000000002 #163, triangle 55
-0.23684210526315794 #164, triangle 55
0.26470588235294096 #165, triangle 55
-0.006524591393013029 #166, triangle 56
0.006524591393012634 #167, triangle 56
0.039147548358074026 #168, triangle 56
-0.1562646141336502 #169, triangle 57
-1.214287564338145 #170, triangle 57
-0.5178030375735956 #171, triangle 57
-1.7897785568360083 #172, triangle 58
-0.6310916031021605 #173, triangle 58
-0.12309001831676675 #174, triangle 58
-0.20805045157271887 #175, triangle 59
0.07994144013880777 #176, triangle 59
0.6471981965403009 #177, triangle 59
-0.2826086956521725 #178, triangle 60
0.0909090909090906 #179, triangle 60
-1.0882352941176445 #180, triangle 60
0.00877443808397787 #181, triangle 61
0.10896190019344068 #182, triangle 61
-0.2366434226407691 #183, triangle 61
1.0353267404475397 #184, triangle 62
-1.121578746660758 #185, triangle 62
0.11093867454397885 #186, triangle 62
#The minimum value is -3.5572647521344627, which is in quad 91 {(1.25, 0.9578327702738473)(1.5, 0.9718885135158981)(1.5, 1.0)(1.0, 1.0)}, which is in triangle 31 {(2.0, 1.0)(1.0, 1.0)(1.5, 0.9156655405476946)}
#The maximum value is 8.893161880336208, which is in quad 93 {(1.25, 0.9578327702738473)(1.5, 0.9156655405476946)(1.75, 0.9578327702738473)(1.5, 0.9718885135158981)}, which is in triangle 31 {(2.0, 1.0)(1.0, 1.0)(1.5, 0.9156655405476946)}
#The mean average is 0.16087923645026458

