SKEWS FOR JACOBIAN
0.7941026670997544 #1, triangle 1
-0.215674789128394 #567, triangle 189
-0.7032012170581312 #568, triangle 190
5.758433643469933 #569, triangle 190
-3.747899130638983 #570, triangle 190
-0.71724344121384 #571, triangle 191
3.9993682675368865 #572, triangle 191
-4.9458638985422265 #573, triangle 191
4.172876162740033 #574, triangle 192
0.31172271696537013 #575, triangle 192
0.7658215927265946 #576, triangle 192
-0.7683494116016661 #577, triangle 193
5.36813539103858 #578, triangle 193
-3.884076865189113 #579, triangle 193
-0.8117897383298799 #580, triangle 194
4.1072053413167335 #581, triangle 194
-5.148529495151889 #582, triangle 194
-0.6512589325135312 #583, triangle 195
4.368211698526634 #584, triangle 195
-4.236595097542241 #585, triangle 195
4.004330050550811 #586, triangle 196
0.2825022267172282 #587, triangle 196
0.7504778730733657 #588, triangle 196
-0.8675017665037537 #589, triangle 197
4.738691240232092 #590, triangle 197
-4.871925342743663 #591, triangle 197
0.29088800503742235 #592, triangle 198
-0.7698119335889203 #593, triangle 198
-0.3152262456062055 #594, triangle 198
-0.8728041731924936 #595, triangle 199
5.074556152512288 #596, triangle 199
-5.627597783479205 #597, triangle 199
-0.8862154865078455 #598, triangle 200
4.329458182351471 #599, triangle 200
-6.878067864087501 #600, triangle 200
-0.6932690469294576 #601, triangle 201
12.38076976340321 #602, triangle 201
-2.965876244027797 #603, triangle 201
6.995137187424078 #604, triangle 202
0.31034936545057257 #605, triangle 202
0.8507592221500897 #606, triangle 202
4.367211460378132 #607, triangle 203
0.22952535035276717 #608, triangle 203
0.6915564840578023 #609, triangle 203
0.38610098654663055 #610, triangle 204
-0.6907540466798423 #611, triangle 204
-0.24505715732482938 #612, triangle 204
0.33697546491559965 #613, triangle 205
-0.8441834879682548 #614, triangle 205
-0.3343750053277018 #615, triangle 205
0.289572393098277 #616, triangle 206
-0.8311098785614143 #617, triangle 206
-0.36055837615030195 #618, triangle 206
-0.7807356199806196 #619, triangle 207
5.501351906938746 #620, triangle 207
-4.110613386168826 #621, triangle 207
0.3283406143818026 #622, triangle 208
-0.7214561556552054 #623, triangle 208
-0.2901241736343947 #624, triangle 208
-0.8317866030692679 #625, triangle 209
6.73919145565954 #626, triangle 209
-4.026629051125114 #627, triangle 209
-0.6568672520561447 #628, triangle 210
6.973603614911199 #629, triangle 210
-3.2890005576703767 #630, triangle 210
0.35142580098025844 #631, triangle 211
-0.676042384137323 #632, triangle 211
-0.23250230434284394 #633, triangle 211
0.35023918535687626 #634, triangle 212
-0.7480203350232817 #635, triangle 212
-0.2925259871537364 #636, triangle 212
-0.7706282193388487 #637, triangle 213
7.486676766776389 #638, triangle 213
-3.4892140661091067 #639, triangle 213
0.3175765612820536 #640, triangle 214
-0.7441819120662495 #641, triangle 214
-0.2976715883871888 #642, triangle 214
-0.9232142634612108 #643, triangle 215
5.062583068477421 #644, triangle 215
-5.34325312942316 #645, triangle 215
0.2938913586519331 #646, triangle 216
-0.9128402154320069 #647, triangle 216
-0.3864903413179618 #648, triangle 216
4.513828668285943 #649, triangle 217
0.336684885315942 #650, triangle 217
0.8325321797560089 #651, triangle 217
3.7971599800954143 #652, triangle 218
0.2420238700880306 #653, triangle 218
0.6733930698921794 #654, triangle 218
0.24350248300508007 #655, triangle 219
-0.827049396618287 #656, triangle 219
-0.3580691981161474 #657, triangle 219
-0.7058117419004197 #658, triangle 220
5.813348515824976 #659, triangle 220
-3.8656771460782853 #660, triangle 220
0.3281122977059331 #661, triangle 221
-0.7027806475586835 #662, triangle 221
-0.2646466406267362 #663, triangle 221
4.753383171775692 #664, triangle 222
0.4209025128272545 #665, triangle 222
0.9274907370961883 #666, triangle 222
-0.794937390601865 #667, triangle 223
4.099392151377222 #668, triangle 223
-6.076472977571973 #669, triangle 223
-0.8978917270259336 #670, triangle 224
3.8921325953546644 #671, triangle 224
-6.000786935809232 #672, triangle 224
-0.7676017110477221 #673, triangle 225
5.786710807543633 #674, triangle 225
-4.225231504155462 #675, triangle 225
-0.8351453222132316 #676, triangle 226
7.832935090852168 #677, triangle 226
-4.017005930653928 #678, triangle 226
4.819043198443445 #679, triangle 227
0.3130690208371308 #680, triangle 227
0.7700321900650139 #681, triangle 227
0.3200238172527364 #682, triangle 228
-0.7669638657371977 #683, triangle 228
-0.3210660862082035 #684, triangle 228
-0.7132182254574695 #685, triangle 229
5.571447110321291 #686, triangle 229
-3.7947495914178395 #687, triangle 229
12.97117334294643 #688, triangle 230
0.3343002426903993 #689, triangle 230
0.9056014107503058 #690, triangle 230
-0.8563968321756795 #691, triangle 231
4.599479639877843 #692, triangle 231
-5.2576281937669025 #693, triangle 231
2.9708236904889476 #694, triangle 232
0.3668954512809002 #695, triangle 232
0.784182364526562 #696, triangle 232
-0.7969296358676718 #697, triangle 233
4.981093129268034 #698, triangle 233
-4.924088753821781 #699, triangle 233
0.36328894859536354 #700, triangle 234
-0.6625903828677498 #701, triangle 234
-0.222927812240706 #702, triangle 234
-0.8161139287722462 #703, triangle 235
4.898247733024873 #704, triangle 235
-4.666328926770011 #705, triangle 235
-0.871256922388052 #706, triangle 236
2.9034404790081805 #707, triangle 236
-13.355652194190283 #708, triangle 236
-0.7535973607379401 #709, triangle 237
7.398553275492085 #710, triangle 237
-3.3898440673728545 #711, triangle 237
0.3416888797758152 #712, triangle 238
-0.6678129444479852 #713, triangle 238
-0.23669417708340806 #714, triangle 238
-0.6426853934653252 #715, triangle 239
7.011001636766531 #716, triangle 239
-3.21642905060346 #717, triangle 239
4.620451428977319 #718, triangle 240
0.3117232654377204 #719, triangle 240
0.8121623044707517 #720, triangle 240
3.815233017952011 #721, triangle 241
0.3020422140231083 #722, triangle 241
0.7487019750851516 #723, triangle 241
-0.8239916791864043 #724, triangle 242
5.041295889672346 #725, triangle 242
-5.0134827997998554 #726, triangle 242
0.2933011962004464 #727, triangle 243
-0.8079250820025338 #728, triangle 243
-0.33597096277267885 #729, triangle 243
3.9735971420720655 #730, triangle 244
0.3713532177303259 #731, triangle 244
0.8112182900093948 #732, triangle 244
0.41953867705315306 #733, triangle 245
-0.7396021135975139 #734, triangle 245
-0.22311202924982523 #735, triangle 245
0.3044827475978121 #736, triangle 246
-0.75256884462858 #737, triangle 246
-0.30103785592559795 #738, triangle 246
-0.8524442206614866 #739, triangle 247
5.481596934642885 #740, triangle 247
-4.484517477203672 #741, triangle 247
0.30506032563213814 #742, triangle 248
-0.7677653043724373 #743, triangle 248
-0.29416716553441946 #744, triangle 248
0.3603448392007863 #745, triangle 249
-0.7257629264566675 #746, triangle 249
-0.26186202214339094 #747, triangle 249
4.413989125061531 #748, triangle 250
0.35721250957721246 #749, triangle 250
0.813777607447276 #750, triangle 250
3.592778766171171 #751, triangle 251
0.30321753963949055 #752, triangle 251
0.7330841994181141 #753, triangle 251
-0.687060746390626 #754, triangle 252
5.1333724110982235 #755, triangle 252
-4.365802213001472 #756, triangle 252
-1.0002215737335418 #757, triangle 253
3.470900015277204 #758, triangle 253
-9.332991669920471 #759, triangle 253
0.36434127252524257 #760, triangle 254
-1.0105699867755855 #761, triangle 254
-0.4120945277763076 #762, triangle 254
5.189254816563004 #763, triangle 255
0.24431386489299284 #764, triangle 255
0.7456102728344481 #765, triangle 255
3.3607018902775176 #766, triangle 256
0.3005992935371317 #767, triangle 256
0.7351760902292668 #768, triangle 256
